Age,Age_Cohort,Band,Critical_Job_Role,Risk_of_Loss,Impact_of_Loss,Future_Leader,EEO_Job_Category,Employment_Status,Ethnic_Background,Gender,Generation,Job_Family,Job_Function,Location,Managerial_Employee,Minority,Organization_Tenure_Months,Organization_Tenure,Employee_ID,Employee_Name,Salary,Salary_Range,Employment_Type,Employment_Type_2,High_Potential,Prev_Performance_Rating,Prev_Successor,Successor,Successor_Duration,Successor_Readiness,Curr_Performance_Rating,Org_Unit_Level_1,Org_Unit_Level_2,Org_Unit_Level_3,Flight_Risk_Grouping,1_Flight_Risk_Driver,1_Flight_Risk_Driver_Value,2_Flight_Risk_Driver,2_Flight_Risk_Driver_Value,3_Flight_Risk_Driver,3_Flight_Risk_Driver_Value,Flight_Risk
32,30-34,Unallocated,No,Low,Medium,No,Professionals,Active,Caucasian,Male,Generation Y,Directors/Senior Managers,Sales,North America,Non-Managerial,Non-Minority,96,7 Years,GOV_10446,Robert Schaf,70000,$60k-<$80k,Full-Time,Regular,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Government,Office of the Secretary,Administrative Services,Low,Average Hours,31-35,Band,Unallocated,Position Tenure (Months),63-185,0
47,45-49,Unallocated,Yes,Low,Medium,Yes,Sales Workers,Active,Caucasian,Male,Generation X,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,96,8 Years,GOV_33492ABC,Christopher Champa,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Government,Office of Justice Programs,Community Capacity Development,Low,Age (Years),42-61,Position Tenure (Months),63-185,Generation,Generation X (1964 -,0
40,40-44,Unallocated,No,Low,Medium,No,Office and Clerical,Active,Caucasian,Female,Generation X,Administrative Support,Engineering / Technical,North America,Non-Managerial,Non-Minority,2,<3 Months,ENG_70626,Mariola Schaf,30000,$30k-<$40k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Energy and Utilities,Operations,Project Management,Low,Generation,Generation X (1964 -,Age (Years),26-41,Position Tenure (Months),43186,0
26,25-29,Unallocated,Yes,Unallocated,Unallocated,Yes,Sales Workers,Active,Caucasian,Female,Generation Y,Account Managers (Sales),Engineering / Technical,Europe,Non-Managerial,Non-Minority,48,4 Years,ENG_32340DEF,Kyrie Batise,50000,$50k-<$60k,Full-Time,Regular,Yes,Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Corporate Services,Sustainability and Planning,Low,Band,Unallocated,Ethnic Background,Caucasian,Age (Years),26-41,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,144,12 Years,FIN_DK1450,Franklin Dause,85000,$80k-<$100k,Full-Time,Regular,Yes,Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Exceeds Expectations,Corporate,Financial Control,Corporate Strategy,Medium,Band,Unallocated,Position Tenure (Months),28-62,Employment Type,Full-Time-Regular,0
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,24,24-<30 Months,RET_DK361,Michael Sawa,85000,$80k-<$100k,Full-Time,Regular,No,Failed to Meet Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Operations,Planning and Quality Control,Low,Generation,Generation Y (1979 -,Position Tenure (Months),28-62,Band,Unallocated,0
23,20-24,Unallocated,Yes,Unallocated,Unallocated,Yes,Professionals,Active,Caucasian,Female,Generation Y,Business Ops Profs,Store Operations,Asia Pacific,Non-Managerial,Non-Minority,11,9-<12 Months,RET_81176,Donna Vaughn,40000,$40k-<$50k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Customer Services,Department Personel,High,Average Hours,0-20,Organization Tenure (Months),28-62,Ethnic Background,Caucasian,0
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,15,15-<18 Months,RET_DK638,John Kiehm,85000,$80k-<$100k,Full-Time,Temporary,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Retail,Operations,Planning and Quality Control,Low,Average Hours,0-20,Generation,Generation Y (1979 -,Position Tenure (Months),28-62,1
24,20-24,Unallocated,Yes,High,Medium,Yes,Professionals,Inactive or Other,Caucasian,Female,Generation Y,Business Ops Profs,Sales,North America,Non-Managerial,Non-Minority,2,<3 Months,jmurphy1,Jamie Murphy,50000,$50k-<$60k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Corporate,Financial Control,Corporate Strategy,Low,Average Hours,0-20,City,Los Angeles,Generation,Generation Y (1979 -,1
60,60-64,Unallocated,No,Low,Medium,No,Sales Workers,Active,Caucasian,Male,Late Boomers,Account Managers (Sales),Store Operations,North America,Non-Managerial,Non-Minority,132,11 Years,RET_92027628,Robert Hollis,70000,$60k-<$80k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Retail,Operations,Planning and Quality Control,Low,Average Hours,36-40,Generation,Early Boomers (1946,Band,Unallocated,0
32,30-34,Unallocated,No,Medium,Low,Yes,Sales Workers,Inactive or Other,Hispanic/Latino,Male,Generation Y,Account Managers (Sales),Customer Service,North America,Non-Managerial,Minority,96,8 Years,HTH_7289,Gustavo Arroyo Rodriguez,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Healthcare,Nursing,Outpatient,Low,Band,Unallocated,Age (Years),26-41,Organization Tenure (Months),63-185,1
23,20-24,Unallocated,Yes,Unallocated,Unallocated,Yes,Sales Workers,Active,Caucasian,Female,Generation Y,Telemarketing Sales,Sales,North America,Non-Managerial,Non-Minority,2,<3 Months,GOV_95306DEF,Nicole Morey,30000,$30k-<$40k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Government,Office of the Secretary,Planning,Low,Average Hours,36-40,Position Tenure (Months),43186,Generation,Generation Y (1979 -,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,15,15-<18 Months,FIN_DK1277,Jason Rouze,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Human Resources,Administrative Services,Low,Band,Unallocated,Ethnic Background,Caucasian,Organization Tenure (Months),63-185,0
32,30-34,Unallocated,No,Low,High,No,Sales Workers,Active,Caucasian,Male,Generation Y,Account Managers (Sales),Marketing & Sls,North America,Non-Managerial,Non-Minority,2,<3 Months,FIN_25700,Nicholas Ramsay,120000,$100k+,Full-Time,Regular,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Corporate,Operations,Retailing,Low,Age (Years),26-41,Average Hours,36-40,Generation,Generation X (1964 -,0
33,30-34,Unallocated,No,Low,Medium,No,1st/Mid Level Officials & Mgrs,Active,Caucasian,Female,Generation Y,Managers - Business Ops,Sales,North America,Non-Managerial,Non-Minority,22,21-<24 Months,GOV_71779ABC,Tara Lower,70000,$60k-<$80k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Government,Office of the Secretary,Planning,Low,Average Hours,40+,Band,Unallocated,State,Washington,1
26,25-29,Unallocated,Yes,Unallocated,Unallocated,Yes,Professionals,Inactive or Other,Caucasian,Female,Generation Y,Business Ops Profs,Engineering / Technical,Asia Pacific,Non-Managerial,Non-Minority,24,24-<30 Months,ENG_58297DEF,Vilma Huddleston,40000,$40k-<$50k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Corporate Services,Administrative Services,Low,Band,Unallocated,Age (Years),26-41,Organization Tenure (Months),28-62,1
28,25-29,Unallocated,No,Medium,High,No,Professionals,Active,Caucasian,Male,Generation Y,Business Ops Profs,Customer Service,North America,Non-Managerial,Non-Minority,36,3 Years,HTH_33462,Harold Read,50000,$50k-<$60k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Successor - Not ready yet,<1 Year,2-3 Years,Significantly Exceeds Expectations,Healthcare,Corporate Services,Legal,High,Average Hours,36-40,Ethnic Background,Caucasian,Age (Years),26-41,1
32,30-34,Unallocated,Yes,Medium,Medium,Yes,Professionals,Active,Caucasian,Male,Generation Y,Business Ops Profs,Engineering / Technical,North America,Non-Managerial,Non-Minority,108,9 Years,ENG_92027083DEF,Matthew Kandil,70000,$60k-<$80k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Corporate Services,Finance,Low,Band,Unallocated,Ethnic Background,Caucasian,Organization Tenure (Months),63-185,0
53,50-54,Unallocated,Yes,Low,Low,Yes,Office and Clerical,Active,Caucasian,Female,Late Boomers,Administrative Support,Sales,North America,Non-Managerial,Non-Minority,144,12 Years,GOV_92029978,Megan Sanderson,30000,$30k-<$40k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of Inspector General,Investigation,Medium,Age (Years),42-61,Band,Unallocated,Organization Tenure (Months),63-185,0
32,30-34,Unallocated,Yes,High,High,Yes,Sales Workers,Active,Caucasian,Male,Generation Y,Account Managers (Sales),Engineering / Technical,Asia Pacific,Non-Managerial,Non-Minority,96,8 Years,ENG_92027202ABC,Dave Cuci,50000,$50k-<$60k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Sales and Marketing,Marketing,Low,Average Hours,40+,Age (Years),26-41,Generation,Generation Y (1979 -,0
54,50-54,Unallocated,No,Medium,High,No,Sales Workers,Active,Caucasian,Male,Late Boomers,Account Managers (Sales),Store Operations,Asia Pacific,Non-Managerial,Non-Minority,36,3 Years,RET_33505,Michael Reus,120000,$100k+,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Corporate Services,Adminstration,High,Organization Tenure (Months),63-185,City,Unallocated,Employment Level,Exempt,1
39,35-39,Unallocated,No,Low,Low,Yes,Professionals,Active,Caucasian,Male,Generation X,Directors/Senior Managers,Engineering / Technical,Europe,Non-Managerial,Non-Minority,204,17 Years,ENG_92028058ABC,Andrew Broadus,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Operations,Field Support,Medium,Average Hours,36-40,Position Tenure (Months),186+,Ethnic Background,Caucasian,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Female,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,2,<3 Months,FIN_DK1631,Jean Goedde,85000,$80k-<$100k,Full-Time,Regular,No,Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Sales and Marketing,Product Management,Low,Band,Unallocated,Position Tenure (Months),28-62,Age (Years),0-25,0
28,25-29,Unallocated,Yes,Unallocated,Unallocated,Yes,Professionals,Active,Black or African American,Female,Generation Y,Business Ops Profs,Sales,Asia Pacific,Non-Managerial,Minority,2,<3 Months,FIN_83320ACQ,Sydney Lockett,50000,$50k-<$60k,Full-Time,Temporary,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Human Resources,Administrative Services,Low,Age (Years),26-41,Band,Unallocated,Generation,Generation Y (1979 -,0
41,40-44,Unallocated,No,Low,Medium,No,Sales Workers,Active,Hispanic/Latino,Male,Generation X,Account Managers (Sales),Engineering / Technical,Europe,Non-Managerial,Minority,148,14 Years,ENG_33497ABC,Nickolas Delatorre,70000,$60k-<$80k,Full-Time,Regular,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Corporate Services,Health and Safety,Low,Average Hours,0-20,Band,Unallocated,Age (Years),42-61,0
51,50-54,Unallocated,Yes,Medium,High,Yes,1st/Mid Level Officials & Mgrs,Active,Caucasian,Male,Generation X,Directors/Senior Managers,Sales,North America,Managerial,Non-Minority,96,7 Years,GOV_92027680ABC,Michael Sparks,120000,$100k+,Full-Time,Temporary,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of the Secretary,Financial Management Service,Low,Band,Unallocated,Organization Tenure (Months),63-185,Employment Type,Full-Time-Temporary,0
55,55-59,Unallocated,Yes,Unallocated,Unallocated,Yes,Office and Clerical,Inactive or Other,Caucasian,Female,Late Boomers,Administrative Support,Store Operations,North America,Non-Managerial,Non-Minority,72,6 Years,nbrown1,Jessica Wang,40000,$40k-<$50k,Part-Time,Temporary,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Corporate Services,Adminstration,Low,Band,Unallocated,Position Tenure (Months),63-185,State,Texas,1
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,48,4 Years,FIN_DK1219,Keith Lieberg,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Financial Control,Corporate Strategy,Low,Average Hours,36-40,City,Unallocated,Age (Years),26-41,0
42,40-44,Unallocated,Yes,Unallocated,Unallocated,Yes,Sales Workers,Active,Caucasian,Female,Generation X,Telemarketing Sales,Customer Service,North America,Non-Managerial,Non-Minority,72,6 Years,HTH_92030230ABC,Debra Dieringer,40000,$40k-<$50k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Healthcare,Corporate Services,Human Resources,Low,Band,Unallocated,Position Tenure (Months),63-185,State,Ohio,0
29,25-29,Unallocated,No,Medium,High,No,Professionals,Active,Caucasian,Male,Generation Y,Directors/Senior Managers,Engineering / Technical,North America,Non-Managerial,Non-Minority,34,30-<36 Months,ENG_46662,Robert Anderson,85000,$80k-<$100k,Full-Time,Regular,No,Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Exceeds Expectations,Energy and Utilities,Operations,Project Management,Medium,Band,Unallocated,Organization Tenure (Months),28-62,Ethnic Background,Caucasian,0
40,40-44,GR-06-Salary Grade 06,No,Medium,Medium,No,Office/Clerical,Active,Caucasian,Female,Generation X,Business Ops Profs,Corporate,Asia Pacific,Non-Managerial,Non-Minority,48,4 Years,106028,Michelle Frankenfeld,70000,$60k-<$80k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Corporate,Unallocated,Unallocated,Unallocated,Unallocated,,Unallocated,,Unallocated,,0
66,65+,Unallocated,Yes,Unallocated,Unallocated,Yes,Office and Clerical,Active,Caucasian,Female,Early Boomers,Administrative Support,Engineering / Technical,North America,Non-Managerial,Non-Minority,108,9 Years,ENG_92027305DEF,Catherine Rider,30000,$30k-<$40k,Full-Time,Regular,No,Failed to Meet Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Operations,Field Support,Medium,Average Hours,36-40,Position Tenure (Months),63-185,Organization Tenure (Months),63-185,0
57,55-59,Unallocated,No,Low,Medium,Yes,Sales Workers,Active,Caucasian,Female,Late Boomers,Account Managers (Sales),Engineering / Technical,North America,Non-Managerial,Non-Minority,5,3-<6 Months,ENG_87488ABC,Antoinette Zaker,70000,$60k-<$80k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Operations,Field Support,Low,Age (Years),42-61,Position Tenure (Months),43186,Band,Unallocated,0
56,55-59,Unallocated,Yes,Unallocated,Unallocated,Yes,Office and Clerical,Active,Caucasian,Female,Late Boomers,Administrative Support,Engineering / Technical,Europe,Non-Managerial,Non-Minority,204,17 Years,ENG_92030136,Casey Wetzel,50000,$50k-<$60k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Operations,Field Support,High,Band,Unallocated,Age (Years),42-61,State,London,0
50,50-54,Unallocated,No,Low,High,No,Sales Workers,Active,Caucasian,Male,Generation X,Account Managers (Sales),Engineering / Technical,Europe,Non-Managerial,Non-Minority,264,22 Years,ENG_92027652ABC,Nick Maupin,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Operations,Field Support,Medium,Generation,Generation X (1964 -,Band,Unallocated,Age (Years),42-61,0
